address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state,type,ContainBakeries
2022 Penn Ave,"['Alcohol: beer_and_wine', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: False', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: False', 'WiFi: no']",-httBl6DSZiUtDX4SQWtag,"['Food', 'Bakeries', 'Restaurants', 'Italian']",Pittsburgh,"['Monday 6:0-16:0', 'Tuesday 6:0-16:0', 'Wednesday 6:0-16:0', 'Thursday 6:0-16:0', 'Friday 6:0-16:0', 'Saturday 6:0-16:0', 'Sunday 9:0-14:0']",1,40.4513158,-79.9832025,The Enrico Biscotti,Strip District,15222,128,4.0,PA,business,1
"2401 Penn Ave, Stall 2","['BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery: True', 'RestaurantsPriceRange2: 2']",XxoVuGxIRg0e9RevFhWFag,"['Food', 'Event Planning & Services', 'Caterers', 'Bakeries']",Pittsburgh,"['Wednesday 10:0-16:0', 'Thursday 10:0-16:0', 'Friday 10:0-16:0', 'Saturday 9:0-17:0', 'Sunday 10:0-16:0']",0,40.454311,-79.980494,Eliza's Oven,Strip District,15222,13,4.5,PA,business,1
5306 Library Rd,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 2', 'RestaurantsTakeOut: True']",JIWf7VRyXGq0Xm2X5eEj9Q,"['Food', 'Bakeries']",Bethel Park,"['Tuesday 10:0-18:0', 'Wednesday 10:0-18:0', 'Thursday 10:0-18:0', 'Friday 10:0-20:0', 'Saturday 9:0-20:0']",1,40.3295555115,-80.0222015381,Give Mia Cookie,,15102,8,4.5,PA,business,1
6545 Saltsburg Rd,,J-PO-qnU-Cz_uh7APKDt-g,"['Bakeries', 'Food']",Pittsburgh,"['Monday 6:0-18:0', 'Tuesday 6:0-18:0', 'Wednesday 6:0-18:0', 'Thursday 6:0-18:0', 'Friday 6:0-18:0', 'Saturday 10:0-17:0', 'Sunday 7:30-13:0']",1,40.4820634,-79.8081645,Stoecklein's Bake Shop,,15235,5,4.5,PA,business,1
4209 William Penn Hwy,"['Alcohol: none', 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly: False', 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 2', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True']",fzPp9ZdDhOovfqH_-Ksk-A,"['Bakeries', 'Food']",Monroeville,"['Tuesday 9:0-19:30', 'Wednesday 9:0-19:30', 'Thursday 9:0-19:30', 'Friday 9:0-19:30', 'Saturday 9:0-19:30', 'Sunday 9:0-17:0']",1,40.4396248,-79.761716,Moio's Italian Pastry Shop,,15146,56,4.5,PA,business,1
4905 Penn Ave,"['Alcohol: none', 'BikeParking: False', 'BusinessAcceptsBitcoin: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: True', 'DogsAllowed: False', 'HasTV: False', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WheelchairAccessible: False', 'WiFi: no', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""]",_6C-yZCmIyOmPESJbwyaSQ,"['Food', 'Restaurants', 'Gluten-Free', 'Vegan', 'Bakeries']",Pittsburgh,"['Wednesday 10:0-16:0', 'Thursday 10:0-16:0', 'Friday 10:0-16:0', 'Saturday 9:0-17:0', 'Sunday 10:0-16:0']",1,40.4654288113,-79.9450539513,Gluten Free Goat Bakery,Garfield,15224,10,4.5,PA,business,1
415 7th Ave,"['BikeParking: True', 'BusinessAcceptsCreditCards: False', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 1', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True']",U9vCFCDQMQ8GFr5z48h8tQ,"['Food', 'Bakeries']",West Homestead,"['Monday 9:0-16:30', 'Tuesday 9:0-16:30', 'Wednesday 9:0-16:30', 'Thursday 9:0-16:30', 'Friday 9:0-16:30']",1,40.4028552,-79.9171699,Nancy B's Bakery,Homestead,15120,33,5.0,PA,business,1
706 Brookline Blvd,"['BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 2', 'RestaurantsTakeOut: True']",hD77eYBzX0yQfpAUMY8dEw,"['Food', 'Bakeries']",Pittsburgh,"['Tuesday 6:0-18:0', 'Wednesday 6:0-18:0', 'Thursday 6:0-18:0', 'Friday 6:0-18:0', 'Saturday 6:0-17:0', 'Sunday 6:0-13:0']",1,40.394482,-80.021538,Party Cake Shop,Brookline,15226,24,4.0,PA,business,1
807 Liberty Ave,"['BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2: 1', 'WheelchairAccessible: True']",fYvGO1IYAmGpSYlSY6VlYg,"['Food', 'Bakeries', 'Desserts']",Pittsburgh,"['Monday 7:0-19:0', 'Tuesday 7:0-19:0', 'Wednesday 7:0-19:0', 'Thursday 7:0-19:0', 'Friday 7:0-19:0', 'Saturday 9:0-17:0']",0,40.442783,-79.9985953,Dozen Bake Shop,Downtown,15222,7,3.5,PA,business,1
338 E 8th Ave,"['BikeParking: True', 'BusinessAcceptsCreditCards: False', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 1']",qJ-V22xGzV6IKNWA8c_Nnw,"['Bakeries', 'Food']",Pittsburgh,,1,40.4085091329,-79.9077538069,Mantsch Blue Bonnet Bakery,Homestead,15120,7,4.5,PA,business,1
2840 Washington Rd,"['Alcohol: beer_and_wine', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTakeOut: True', 'WiFi: free']",gh5MqW8s3aEyRVn-Es1geg,"['Restaurants', 'Shopping', 'Food', 'Grocery', 'American (Traditional)', 'Delis', 'Breakfast & Brunch', 'Bakeries', 'Fashion', 'Department Stores', 'Drugstores']",McMurray,"['Monday 6:0-22:0', 'Tuesday 6:0-22:0', 'Wednesday 6:0-22:0', 'Thursday 6:0-22:0', 'Friday 6:0-22:0', 'Saturday 6:0-22:0', 'Sunday 6:0-22:0']",1,40.3039154,-80.0966031,Market District Express,,15317,18,4.0,PA,business,1
689 Washington Rd,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 1', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True']",M6MiFQqy9f2a1EI3x05pmg,"['Bakeries', 'Food']",Pittsburgh,,1,40.3808316,-80.0441815,Potomac Bakery,,15228,15,4.0,PA,business,1
557 Wendel Rd,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: False', 'BusinessAcceptsCreditCards: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTakeOut: True', 'HasTV: False', 'RestaurantsDelivery: False']",f8IzBwBi44eqKYEtaVUWxQ,"['Bakeries', 'Restaurants', 'Pubs', 'Food', 'Nightlife', 'Bars', 'American (Traditional)']",Irwin,"['Monday 11:0-22:0', 'Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-22:0', 'Friday 11:0-23:0', 'Saturday 11:0-23:0', 'Sunday 11:0-21:0']",1,40.3063494,-79.6745941,Rodney's Restaurant,,15642,11,4.0,PA,business,1
6401 Penn Ave,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}"", 'HasTV: False', 'NoiseLevel: quiet', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: False', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WiFi: no']",YWLkcMOx6YmCxDlLjBG8eA,"['Food', 'Bakeries', 'Restaurants', 'Cafes', 'Sandwiches']",Pittsburgh,"['Monday 8:0-17:0', 'Tuesday 8:0-17:0', 'Wednesday 8:0-17:0', 'Thursday 8:0-17:0', 'Friday 8:0-17:0', 'Saturday 8:0-18:0', 'Sunday 10:0-15:0']",1,40.4591763496,-79.9182679558,Great Harvest Bread Co,East Liberty,15206,24,4.0,PA,business,1
1601 W High St,"['BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2: 1']",cLTASgist2XiaBy6mnjubQ,"['Coffee & Tea', 'Bakeries', 'Donuts', 'Food']",Stowe,"['Monday 0:0-0:0', 'Tuesday 0:0-0:0', 'Wednesday 0:0-0:0', 'Thursday 0:0-0:0', 'Friday 0:0-0:0', 'Saturday 0:0-0:0', 'Sunday 0:0-0:0']",1,40.246647,-75.690826,Dunkin' Donuts,,19464,6,1.5,PA,business,1
8901 Rt 30,"['BikeParking: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 2']",4ulfwZTcforq3O4CRH1LJw,"['Grocery', 'Food', 'Bakeries']",North Huntingdon,,1,40.3199273109,-79.6870746546,Giant Eagle,,15642,8,4.0,PA,business,1
"1501 Preble Ave, 1st Fl","['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: True', 'DogsAllowed: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']",HPX1pRtWInt_UVtfld-zsQ,"['Food', 'Bakeries', 'Cafes', 'Restaurants', 'Coffee & Tea']",Pittsburgh,"['Monday 7:0-16:0', 'Tuesday 7:0-16:0', 'Wednesday 7:0-16:0', 'Thursday 7:0-16:0', 'Friday 7:0-16:0', 'Saturday 7:30-12:0']",1,40.4544720399,-80.0324073579,Chateau Café & Cakery,North Side,15233,25,4.0,PA,business,1
254 Yost Blvd,"['BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2: 2']",kbBULFfiYks8WekyZBfqLg,"['Food', 'Grocery', 'Bakeries']",Pittsburgh,,1,40.4147822,-79.8555378,Giant Eagle,,15221,6,2.5,PA,business,1
6595 Hamilton Ave,['RestaurantsPriceRange2: 2'],ybd0nXoNpGIlkL9bRChs3A,"['Bakeries', 'Food', 'Kosher', 'Restaurants']",Pittsburgh,"['Monday 10:0-18:0', 'Tuesday 10:0-18:0', 'Wednesday 10:0-18:0', 'Thursday 10:0-18:0', 'Friday 7:0-14:0']",0,40.4581984,-79.9110232,Sweet Tammy's,Larimer,15206,12,3.5,PA,business,1
3912 Perrysville Ave,"['BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 2', 'RestaurantsTakeOut: True']",ay8R8W91B7Mm-dv4O6apEg,"['Food', 'Bakeries']",Pittsburgh,"['Monday 6:0-16:0', 'Tuesday 6:0-16:0', 'Wednesday 6:0-16:0', 'Thursday 6:0-16:0', 'Friday 6:0-16:0', 'Saturday 6:0-16:0']",1,40.4899802,-80.0182188,Schorr Bakery,Observatory Hill,15214,6,4.0,PA,business,1
"Carnegie Mellon University, 4910 Forbes Ave","['BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating: False', 'RestaurantsDelivery: True', 'RestaurantsPriceRange2: 2', 'RestaurantsTakeOut: True', 'WiFi: free']",Rkxi5eR5aKGqtCCMwRAWmA,"['Coffee & Tea', 'Food', 'Bakeries']",Pittsburgh,,1,40.4441079579,-79.942157678,Au Bon Pain,Squirrel Hill,15213,3,4.5,PA,business,1
"U S Steel Tower, 600 Grant St","['BusinessAcceptsCreditCards: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'RestaurantsAttire: casual', 'RestaurantsGoodForGroups: True', 'RestaurantsReservations: False', 'RestaurantsTakeOut: True']",r1bQO_ChWm3amIfTsRbO-g,"['Bakeries', 'Cafes', 'Food', 'Restaurants']",Pittsburgh,,1,40.4409031096,-79.9955491349,Au Bon Pain Co,Downtown,15219,7,2.5,PA,business,1
3612 William Flynn Hwy,"['Alcohol: none', 'BusinessAcceptsCreditCards: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'OutdoorSeating: False', 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 2', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True']",I5TgzHGJI3jvJq6xdauLPA,"['Bakeries', 'Desserts', 'Restaurants', 'Food']",Allison Park,"['Monday 0:0-0:0', 'Tuesday 10:0-16:0', 'Wednesday 12:0-16:0', 'Thursday 10:0-16:0', 'Friday 10:0-16:0', 'Saturday 10:0-14:0', 'Sunday 0:0-0:0']",1,40.5545321,-79.958021,Perfect Pastry,,15101,5,2.5,PA,business,1
720 N Homewood Ave,"['BikeParking: False', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2: 1', 'RestaurantsTakeOut: True']",b6vi3Ub0tbGzGtG-pVgJfQ,"['Bakeries', 'Food']",Pittsburgh,"['Monday 6:0-17:0', 'Tuesday 6:0-17:0', 'Wednesday 6:0-17:0', 'Thursday 6:0-17:0', 'Friday 6:0-17:0', 'Saturday 6:0-17:0']",1,40.4561116,-79.8965418,Dana's Bakery,Homewood,15208,3,4.5,PA,business,1
3968 William Penn Hwy,"['BikeParking: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2: 1', 'RestaurantsTakeOut: True']",cmXobI_mF8TFVQNeyZRGhQ,"['Bakeries', 'Food']",Monroeville,"['Monday 7:0-19:0', 'Tuesday 7:0-19:0', 'Wednesday 7:0-19:0', 'Thursday 7:0-19:0', 'Friday 7:0-19:0', 'Saturday 7:0-19:0', 'Sunday 9:0-19:0']",1,40.437928,-79.773278,Philly Pretzel Factory,,15146,11,4.0,PA,business,1
4172 William Penn Hwy,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': True}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']",DfHXyJEcUmeO9XUsdJpb5g,"['Bagels', 'Salad', 'Sandwiches', 'Bakeries', 'Food', 'Soup', 'Restaurants', 'Breakfast & Brunch']",Monroeville,"['Monday 6:30-21:0', 'Tuesday 6:30-21:0', 'Wednesday 6:30-21:0', 'Thursday 6:30-21:0', 'Friday 6:30-21:0', 'Saturday 6:30-21:0', 'Sunday 6:30-20:0']",1,40.438351,-79.765068,Panera Bread,,15146,34,3.0,PA,business,1
625 Liberty Ave,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: False', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WiFi: free']",o5yYfL5EPfyCMeKWnKPk3A,"['Cafes', 'Restaurants', 'Food', 'Bakeries']",Pittsburgh,"['Monday 8:0-18:0', 'Tuesday 8:0-18:0', 'Wednesday 8:0-18:0', 'Thursday 8:0-18:0', 'Friday 8:0-18:0']",1,40.4424542,-80.00093,Au Bon Pain,Downtown,15222,13,3.5,PA,business,1
1000 Airport Blvd,"['BikeParking: False', 'BusinessAcceptsCreditCards: True', 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 3', 'RestaurantsTakeOut: True']",1A-W9AWb4sEESvusqf8NIw,"['Bakeries', 'Food', 'Desserts']",Coraopolis,,1,40.4956799,-80.2562685,Cinnabon,,15108,4,4.0,PA,business,1
2013 Penn Ave,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 1', 'RestaurantsTakeOut: True']",NxmHbENUvV_cLRdXES1Jkg,"['Coffee & Tea', 'Food', 'Bakeries']",Pittsburgh,,1,40.451503,-79.9837871,My Sweet Lilly,Strip District,15222,10,4.0,PA,business,1
1108 S Braddock Ave,"['BikeParking: True', 'BusinessAcceptsCreditCards: False', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating: True', 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 2', 'RestaurantsTakeOut: True', 'WiFi: free']",khRo2a5OaIjumox-tkg3GA,"['Food', 'Bakeries', 'Coffee & Tea']",Pittsburgh,"['Monday 7:0-21:0', 'Tuesday 7:0-21:0', 'Wednesday 7:0-21:0', 'Thursday 7:0-21:0', 'Friday 7:0-21:0', 'Saturday 7:0-21:0', 'Sunday 7:0-21:0']",1,40.4323539734,-79.8940734863,61B Cafe,,15218,31,3.5,PA,business,1
1717 Penn Ave,"['BikeParking: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 1', 'RestaurantsTakeOut: True']",zyRhwC9zs34LeYYfGc4gBA,"['Bakeries', 'Food']",Pittsburgh,"['Monday 9:0-16:0', 'Tuesday 9:0-16:0', 'Wednesday 9:0-16:0', 'Thursday 9:0-16:0', 'Friday 9:0-16:0', 'Saturday 8:0-15:0', 'Sunday 9:0-16:0']",1,40.4501665,-79.9857735,Mancini's Bread Company,Strip District,15222,28,4.0,PA,business,1
5811 Ellsworth Ave,"['BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2: 1', 'WheelchairAccessible: True']",SZ8wQ0u11V3gCkOI8JEVCQ,"['Desserts', 'Food', 'Bakeries']",Pittsburgh,"['Monday 11:0-17:0', 'Tuesday 11:0-21:0', 'Wednesday 11:0-21:0', 'Thursday 11:0-21:0', 'Friday 11:0-23:0', 'Saturday 11:0-23:0']",0,40.456444,-79.9305572,CoCo's Cupcake Cafe,Shadyside,15289,18,3.0,PA,business,1
2119 Murray Ave,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids: True', ""GoodForMeal: {'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: quiet', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WiFi: free']",pv__91LMXAbNX50NgeO55g,"['Bakeries', 'Korean', 'Desserts', 'Food', 'Restaurants']",Pittsburgh,"['Wednesday 10:0-19:0', 'Thursday 10:0-19:0', 'Friday 10:0-19:0', 'Saturday 10:0-19:0', 'Sunday 12:0-17:0']",1,40.4331786,-79.9227536,Sumi's Cakery,Squirrel Hill,15217,54,4.5,PA,business,1
3845 Old William Penn Hwy,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 2', 'RestaurantsTakeOut: True']",oUu1DlkYd2ULa6a-i2e3qg,"['Food', 'Bakeries']",Murrysville,,1,40.4283855,-79.6988792,Spinola's Bakery,,15668,14,3.5,PA,business,1
942 Freeport Rd,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}"", 'HasTV: False', 'NoiseLevel: quiet', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WiFi: free', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""]",I5z8NAbY-fajI7YWvGU8jQ,"['Food', 'Sandwiches', 'Breakfast & Brunch', 'Bakeries', 'Restaurants', 'Bagels', 'Salad', 'Soup']",Pittsburgh,"['Monday 7:0-21:0', 'Tuesday 7:0-21:0', 'Wednesday 7:0-21:0', 'Thursday 7:0-21:0', 'Friday 7:0-21:0', 'Saturday 7:0-21:0', 'Sunday 7:0-20:0']",1,40.4891772611,-79.8925406952,Panera Bread,,15238,17,3.0,PA,business,1
3511 Butler St,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery: True', 'RestaurantsPriceRange2: 1', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True']",7O_mNtg37-1sMvQ5xmA8Dw,"['Donuts', 'Bakeries', 'Desserts', 'Food']",Pittsburgh,"['Monday 8:0-14:0', 'Tuesday 8:0-16:0', 'Wednesday 8:0-16:0', 'Thursday 8:0-16:0', 'Friday 8:0-16:0', 'Saturday 8:0-16:0', 'Sunday 9:0-14:0']",1,40.464398,-79.966333,Bella Christie's & Lil Z's Sweet Boutique,Lawrenceville,15201,30,4.0,PA,business,1
"1000 Ross Park Mall Dr, Ross Park Mall","['BikeParking: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 1']",lUUsFmM8_QcM5m8oujzCAg,"['Food', 'Bakeries', 'Pretzels']",Pittsburgh,,1,40.5389691,-80.0077114,Auntie Anne's,,15237,6,3.0,PA,business,1
